customerID,gender,SeniorCitizenLabel,Partner,Dependents,tenure,TenureGroup,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,EstimatedAnnualRevenue,AverageMonthlyValue,MonthlyChargeBand,Churn,ChurnFlag,PredictedChurnProbability,ChurnRiskBand,RecommendedRetentionAction
6712-OAWRH,Female,Senior,No,No,26,25-48 Months,Month-to-month,Fiber optic,Electronic check,91.25,2351.8,1095.0,90.45384615384616,High Value,Yes,1,0.7164110230478182,High Risk,Proactive retention campaign and contract upgrade incentive
6278-FEPBZ,Female,Non-Senior,No,No,9,0-12 Months,Month-to-month,No,Mailed check,20.25,186.15,243.0,20.683333333333334,Low Value,No,0,0.29274009824339026,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
4280-DLSHD,Male,Non-Senior,Yes,No,8,0-12 Months,Month-to-month,DSL,Mailed check,54.75,445.85,657.0,55.73125,Mid-Low Value,No,0,0.5629114123869126,High Risk,Proactive retention campaign and contract upgrade incentive
1508-DFXCU,Male,Non-Senior,No,No,12,0-12 Months,Month-to-month,Fiber optic,Electronic check,81.45,912.0,977.4,76.0,Mid-High Value,No,0,0.8099070505303082,Critical Risk,"Urgent retention call, service review, personalised offer"
8614-VGMMV,Female,Non-Senior,No,No,15,13-24 Months,Month-to-month,DSL,Electronic check,49.1,679.55,589.2,45.30333333333333,Mid-Low Value,Yes,1,0.5625373047476898,High Risk,Proactive retention campaign and contract upgrade incentive
7868-BGSZA,Male,Non-Senior,Yes,No,43,25-48 Months,One year,DSL,Electronic check,80.2,3581.6,962.4,83.29302325581395,Mid-High Value,No,0,0.28528064523834845,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
2800-QQUSO,Male,Non-Senior,No,No,42,25-48 Months,Month-to-month,Fiber optic,Electronic check,100.3,4222.95,1203.6,100.54642857142856,High Value,No,0,0.6822668115756113,High Risk,Proactive retention campaign and contract upgrade incentive
2930-UOTMB,Female,Non-Senior,No,No,31,25-48 Months,Month-to-month,DSL,Credit card (automatic),65.25,1994.3,783.0,64.33225806451613,Mid-Low Value,Yes,1,0.29358905022845244,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
7973-DZRKH,Female,Non-Senior,No,Yes,66,49+ Months,Two year,Fiber optic,Credit card (automatic),90.95,5930.05,1091.4,89.84924242424243,High Value,No,0,0.15856047630467474,Low Risk,Maintain standard service and monitor customer experience
5914-DVBWJ,Female,Senior,No,No,18,13-24 Months,Month-to-month,Fiber optic,Electronic check,85.45,1505.85,1025.4,83.65833333333333,Mid-High Value,Yes,1,0.6857000490480862,High Risk,Proactive retention campaign and contract upgrade incentive
7698-YFGEZ,Male,Non-Senior,No,No,1,0-12 Months,Month-to-month,No,Mailed check,20.0,20.0,240.0,20.0,Low Value,No,0,0.5373349492984131,High Risk,Proactive retention campaign and contract upgrade incentive
2533-QVMSK,Male,Non-Senior,Yes,No,61,49+ Months,Two year,Fiber optic,Electronic check,94.1,5638.3,1129.1999999999998,92.43114754098362,High Value,Yes,1,0.2259032261909245,Low Risk,Maintain standard service and monitor customer experience
9773-PEQBZ,Male,Non-Senior,No,No,10,0-12 Months,Month-to-month,Fiber optic,Electronic check,79.85,797.25,958.2,79.725,Mid-High Value,No,0,0.7883988128388972,Critical Risk,"Urgent retention call, service review, personalised offer"
8644-XLFBW,Male,Senior,No,No,1,0-12 Months,Month-to-month,Fiber optic,Electronic check,71.65,71.65,859.8000000000001,71.65,Mid-High Value,Yes,1,0.8713154783246004,Critical Risk,"Urgent retention call, service review, personalised offer"
0650-BWOZN,Female,Senior,No,No,18,13-24 Months,Month-to-month,Fiber optic,Electronic check,73.55,1359.45,882.5999999999999,75.525,Mid-High Value,No,0,0.7222698317008173,High Risk,Proactive retention campaign and contract upgrade incentive
8625-AZYZY,Male,Non-Senior,Yes,No,24,13-24 Months,Month-to-month,Fiber optic,Electronic check,104.65,2542.45,1255.8000000000002,105.93541666666664,High Value,Yes,1,0.7541080808359415,Critical Risk,"Urgent retention call, service review, personalised offer"
7785-RDVIG,Female,Non-Senior,Yes,Yes,3,0-12 Months,Month-to-month,No,Mailed check,19.3,54.7,231.6,18.23333333333333,Low Value,No,0,0.2524720577818163,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
9602-WCXPI,Male,Non-Senior,No,No,50,49+ Months,One year,No,Credit card (automatic),20.15,989.05,241.8,19.781,Low Value,No,0,0.06316121129378029,Low Risk,Maintain standard service and monitor customer experience
2903-YYTBW,Male,Non-Senior,Yes,Yes,1,0-12 Months,Month-to-month,DSL,Electronic check,44.55,44.55,534.5999999999999,44.55,Mid-Low Value,No,0,0.7249163744693903,High Risk,Proactive retention campaign and contract upgrade incentive
3620-MWJNE,Male,Non-Senior,No,No,2,0-12 Months,Month-to-month,DSL,Mailed check,54.45,87.3,653.4000000000001,43.65,Mid-Low Value,No,0,0.5643361577642342,High Risk,Proactive retention campaign and contract upgrade incentive
8573-JGCZW,Male,Non-Senior,No,No,17,13-24 Months,One year,No,Bank transfer (automatic),19.65,351.55,235.8,20.679411764705883,Low Value,No,0,0.08995692146521521,Low Risk,Maintain standard service and monitor customer experience
6837-HAEVO,Male,Non-Senior,Yes,Yes,69,49+ Months,Two year,Fiber optic,Electronic check,105.0,7297.75,1260.0,105.7644927536232,High Value,No,0,0.36379065735990435,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
6701-YVNQG,Male,Non-Senior,Yes,No,72,49+ Months,Two year,DSL,Credit card (automatic),88.7,6301.7,1064.4,87.52361111111111,Mid-High Value,No,0,0.04881060928520738,Low Risk,Maintain standard service and monitor customer experience
9306-CPCBC,Female,Non-Senior,No,No,3,0-12 Months,Month-to-month,Fiber optic,Electronic check,74.25,210.3,891.0,70.10000000000001,Mid-High Value,Yes,1,0.8589184214635347,Critical Risk,"Urgent retention call, service review, personalised offer"
4304-XUMGI,Male,Senior,Yes,Yes,50,49+ Months,Two year,DSL,Bank transfer (automatic),75.15,3822.45,901.8,76.449,Mid-High Value,No,0,0.11904563626216967,Low Risk,Maintain standard service and monitor customer experience
9504-YAZWB,Female,Non-Senior,No,No,53,49+ Months,Two year,No,Mailed check,20.25,1048.45,243.0,19.782075471698118,Low Value,No,0,0.05608289958905045,Low Risk,Maintain standard service and monitor customer experience
8819-ZBYNA,Female,Non-Senior,Yes,No,58,49+ Months,Two year,Fiber optic,Credit card (automatic),109.1,6393.65,1309.1999999999998,110.2353448275862,High Value,No,0,0.2907082323077679,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
6174-NRBTZ,Male,Non-Senior,No,No,46,25-48 Months,One year,DSL,Bank transfer (automatic),30.75,1489.3,369.0,32.37608695652174,Low Value,No,0,0.21270320824537278,Low Risk,Maintain standard service and monitor customer experience
9481-IEBZY,Male,Senior,Yes,No,72,49+ Months,Month-to-month,Fiber optic,Credit card (automatic),112.9,8061.5,1354.8000000000002,111.96527777777776,High Value,No,0,0.4190585723635339,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
1833-VGRUM,Female,Senior,No,No,1,0-12 Months,Month-to-month,Fiber optic,Electronic check,74.2,74.2,890.4000000000001,74.2,Mid-High Value,Yes,1,0.8828047504905184,Critical Risk,"Urgent retention call, service review, personalised offer"
6137-NICCO,Female,Non-Senior,Yes,Yes,6,0-12 Months,Month-to-month,Fiber optic,Mailed check,94.05,518.75,1128.6,86.45833333333333,High Value,No,0,0.852377684135716,Critical Risk,"Urgent retention call, service review, personalised offer"
9065-ZCPQX,Male,Non-Senior,Yes,No,72,49+ Months,Two year,DSL,Bank transfer (automatic),78.85,5763.15,946.2,80.04374999999999,Mid-High Value,No,0,0.05954875662864631,Low Risk,Maintain standard service and monitor customer experience
6402-EJMWF,Male,Non-Senior,No,No,4,0-12 Months,Month-to-month,DSL,Mailed check,55.3,238.5,663.5999999999999,59.625,Mid-Low Value,No,0,0.6571911668050686,High Risk,Proactive retention campaign and contract upgrade incentive
3620-EHIMZ,Female,Non-Senior,Yes,Yes,52,49+ Months,Two year,No,Mailed check,19.35,1031.7,232.2,19.84038461538461,Low Value,No,0,0.048744902268662835,Low Risk,Maintain standard service and monitor customer experience
3213-VVOLG,Male,Non-Senior,Yes,Yes,0,New Customer,Two year,No,Mailed check,25.35,0.0,304.20000000000005,25.35,Low Value,No,0,0.1644892929970493,Low Risk,Maintain standard service and monitor customer experience
6870-ECSHE,Female,Non-Senior,No,No,2,0-12 Months,One year,No,Mailed check,20.45,34.8,245.4,17.4,Low Value,No,0,0.1405431340679233,Low Risk,Maintain standard service and monitor customer experience
8747-UDCOI,Female,Non-Senior,Yes,No,65,49+ Months,Two year,No,Bank transfer (automatic),19.35,1319.95,232.2,20.30692307692308,Low Value,No,0,0.05006432586955917,Low Risk,Maintain standard service and monitor customer experience
8374-XGEJJ,Male,Senior,Yes,No,43,25-48 Months,Month-to-month,Fiber optic,Electronic check,101.0,4388.4,1212.0,102.05581395348835,High Value,Yes,1,0.7222283637787377,High Risk,Proactive retention campaign and contract upgrade incentive
2656-TABEH,Male,Non-Senior,Yes,No,4,0-12 Months,Month-to-month,Fiber optic,Electronic check,100.2,420.2,1202.4,105.05,High Value,Yes,1,0.879329706246997,Critical Risk,"Urgent retention call, service review, personalised offer"
6946-LMSQS,Male,Senior,Yes,No,25,25-48 Months,One year,Fiber optic,Electronic check,89.05,2177.45,1068.6,87.098,Mid-High Value,Yes,1,0.43870051546738714,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
4626-OZDTJ,Female,Non-Senior,Yes,No,51,49+ Months,One year,DSL,Credit card (automatic),78.65,3950.85,943.8,77.46764705882353,Mid-High Value,No,0,0.21671139097948472,Low Risk,Maintain standard service and monitor customer experience
9169-BSVIN,Male,Non-Senior,No,No,12,0-12 Months,Month-to-month,DSL,Bank transfer (automatic),74.75,827.05,897.0,68.92083333333333,Mid-High Value,No,0,0.5328463706796528,High Risk,Proactive retention campaign and contract upgrade incentive
2325-ZUSFD,Female,Non-Senior,Yes,Yes,57,49+ Months,One year,DSL,Bank transfer (automatic),70.1,3913.3,841.1999999999999,68.65438596491228,Mid-Low Value,Yes,1,0.1845489452587872,Low Risk,Maintain standard service and monitor customer experience
8194-PEEBY,Female,Non-Senior,Yes,Yes,24,13-24 Months,One year,No,Mailed check,19.9,533.5,238.8,22.229166666666668,Low Value,No,0,0.058521166881641246,Low Risk,Maintain standard service and monitor customer experience
6872-HXFNF,Female,Non-Senior,Yes,No,64,49+ Months,One year,DSL,Bank transfer (automatic),58.35,3756.45,700.2,58.69453125,Mid-Low Value,No,0,0.14895696360753355,Low Risk,Maintain standard service and monitor customer experience
3932-CMDTD,Female,Non-Senior,No,No,4,0-12 Months,One year,Fiber optic,Electronic check,105.65,443.9,1267.8000000000002,110.975,High Value,Yes,1,0.6341082568474912,High Risk,Proactive retention campaign and contract upgrade incentive
7714-YXSMB,Female,Non-Senior,No,No,26,25-48 Months,Month-to-month,Fiber optic,Bank transfer (automatic),100.5,2599.95,1206.0,99.99807692307692,High Value,No,0,0.6836849660654714,High Risk,Proactive retention campaign and contract upgrade incentive
8387-UGUSU,Female,Non-Senior,Yes,Yes,15,13-24 Months,Month-to-month,No,Mailed check,20.05,284.3,240.6,18.953333333333333,Low Value,No,0,0.20686347522211002,Low Risk,Maintain standard service and monitor customer experience
1080-BWSYE,Male,Senior,Yes,No,64,49+ Months,Two year,No,Credit card (automatic),25.65,1740.8,307.79999999999995,27.2,Low Value,No,0,0.0590957498967858,Low Risk,Maintain standard service and monitor customer experience
4039-HEUNW,Male,Senior,Yes,No,36,25-48 Months,Month-to-month,Fiber optic,Electronic check,96.5,3436.1,1158.0,95.44722222222222,High Value,Yes,1,0.7086778882199185,High Risk,Proactive retention campaign and contract upgrade incentive
1194-HVAIF,Female,Non-Senior,Yes,No,27,25-48 Months,Month-to-month,Fiber optic,Credit card (automatic),95.0,2462.55,1140.0,91.20555555555556,High Value,No,0,0.6153432431463568,High Risk,Proactive retention campaign and contract upgrade incentive
0812-WUPTB,Male,Senior,Yes,No,1,0-12 Months,Month-to-month,Fiber optic,Mailed check,70.85,70.85,850.1999999999999,70.85,Mid-High Value,Yes,1,0.8247105956701394,Critical Risk,"Urgent retention call, service review, personalised offer"
3594-UVONA,Female,Non-Senior,No,No,35,25-48 Months,One year,DSL,Credit card (automatic),85.95,3110.1,1031.4,88.86,Mid-High Value,Yes,1,0.24520542742747548,Low Risk,Maintain standard service and monitor customer experience
0004-TLHLJ,Male,Non-Senior,No,No,4,0-12 Months,Month-to-month,Fiber optic,Electronic check,73.9,280.85,886.8000000000001,70.2125,Mid-High Value,Yes,1,0.8378185924585405,Critical Risk,"Urgent retention call, service review, personalised offer"
1767-TGTKO,Female,Non-Senior,Yes,Yes,8,0-12 Months,Month-to-month,DSL,Electronic check,45.45,411.75,545.4000000000001,51.46875,Mid-Low Value,No,0,0.6595222902149618,High Risk,Proactive retention campaign and contract upgrade incentive
8439-LTUGF,Male,Non-Senior,No,No,10,0-12 Months,Month-to-month,No,Credit card (automatic),20.0,198.6,240.0,19.86,Low Value,No,0,0.2833361164134537,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
8805-JNRAZ,Female,Non-Senior,No,No,2,0-12 Months,Month-to-month,DSL,Mailed check,49.2,103.7,590.4000000000001,51.85,Mid-Low Value,No,0,0.6571840288453088,High Risk,Proactive retention campaign and contract upgrade incentive
5089-IFSDP,Female,Non-Senior,Yes,No,58,49+ Months,Two year,Fiber optic,Bank transfer (automatic),109.45,6144.55,1313.4,105.94051724137933,High Value,Yes,1,0.33828026641412845,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
6418-HNFED,Male,Non-Senior,Yes,No,51,49+ Months,Two year,DSL,Credit card (automatic),83.25,4089.45,999.0,80.18529411764706,Mid-High Value,No,0,0.0677725697253012,Low Risk,Maintain standard service and monitor customer experience
0206-OYVOC,Female,Non-Senior,Yes,Yes,46,25-48 Months,Two year,No,Mailed check,19.25,864.2,231.0,18.78695652173913,Low Value,No,0,0.04024120603901895,Low Risk,Maintain standard service and monitor customer experience
7291-CDTMJ,Male,Non-Senior,No,No,1,0-12 Months,Month-to-month,No,Bank transfer (automatic),19.65,19.65,235.8,19.65,Low Value,No,0,0.5243537992027353,High Risk,Proactive retention campaign and contract upgrade incentive
7128-GGCNO,Male,Non-Senior,No,No,46,25-48 Months,Month-to-month,Fiber optic,Bank transfer (automatic),72.8,3249.4,873.5999999999999,70.63913043478261,Mid-High Value,No,0,0.5596727478425126,High Risk,Proactive retention campaign and contract upgrade incentive
0237-YFUTL,Female,Non-Senior,Yes,No,50,49+ Months,Month-to-month,Fiber optic,Bank transfer (automatic),109.65,5405.8,1315.8000000000002,108.116,High Value,No,0,0.46751646233395666,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
7691-KGKGP,Male,Non-Senior,Yes,Yes,53,49+ Months,Month-to-month,DSL,Credit card (automatic),65.0,3363.8,780.0,63.46792452830189,Mid-Low Value,No,0,0.24485570432469694,Low Risk,Maintain standard service and monitor customer experience
6710-HSJRD,Male,Non-Senior,Yes,No,61,49+ Months,Month-to-month,Fiber optic,Electronic check,114.1,7132.15,1369.1999999999998,116.92049180327868,High Value,No,0,0.5441917440386447,High Risk,Proactive retention campaign and contract upgrade incentive
3675-EQOZA,Male,Non-Senior,No,No,5,0-12 Months,Month-to-month,No,Bank transfer (automatic),20.65,93.55,247.8,18.71,Low Value,No,0,0.2829967195508253,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
0840-DCNZE,Male,Non-Senior,No,No,47,25-48 Months,One year,DSL,Bank transfer (automatic),86.95,4138.9,1043.4,88.06170212765957,Mid-High Value,No,0,0.2329912155623284,Low Risk,Maintain standard service and monitor customer experience
1732-FEKLD,Female,Non-Senior,No,No,54,49+ Months,One year,Fiber optic,Bank transfer (automatic),94.75,5121.75,1137.0,94.84722222222224,High Value,No,0,0.38306818352832595,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
9862-KJTYK,Male,Non-Senior,No,Yes,19,13-24 Months,Month-to-month,DSL,Credit card (automatic),25.35,566.1,304.20000000000005,29.794736842105262,Low Value,No,0,0.4967348848188522,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
0479-HMSWA,Female,Non-Senior,No,Yes,26,25-48 Months,Two year,Fiber optic,Electronic check,105.45,2715.3,1265.4,104.4346153846154,High Value,No,0,0.3414731714573527,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
5854-KSRBJ,Male,Non-Senior,Yes,Yes,70,49+ Months,Two year,No,Mailed check,25.4,1782.05,304.79999999999995,25.457857142857144,Low Value,No,0,0.02552972630369201,Low Risk,Maintain standard service and monitor customer experience
0365-BZUWY,Male,Non-Senior,Yes,No,17,13-24 Months,Month-to-month,Fiber optic,Electronic check,102.55,1742.5,1230.6,102.5,High Value,No,0,0.7653969331069481,Critical Risk,"Urgent retention call, service review, personalised offer"
4817-VYYWS,Female,Non-Senior,No,No,30,25-48 Months,Month-to-month,Fiber optic,Electronic check,100.2,2983.8,1202.4,99.46,High Value,Yes,1,0.7110979600657024,High Risk,Proactive retention campaign and contract upgrade incentive
5701-SVCWR,Female,Non-Senior,No,Yes,1,0-12 Months,Month-to-month,No,Mailed check,24.0,24.0,288.0,24.0,Low Value,No,0,0.41054489380389536,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
3129-AAQOU,Female,Non-Senior,Yes,Yes,19,13-24 Months,Two year,No,Mailed check,25.6,485.9,307.20000000000005,25.573684210526316,Low Value,No,0,0.05263954154664851,Low Risk,Maintain standard service and monitor customer experience
4922-CVPDX,Female,Non-Senior,Yes,No,26,25-48 Months,Two year,DSL,Credit card (automatic),73.5,1905.7,882.0,73.29615384615384,Mid-High Value,No,0,0.18285944211201408,Low Risk,Maintain standard service and monitor customer experience
1396-QWFBJ,Female,Non-Senior,Yes,Yes,21,13-24 Months,Month-to-month,Fiber optic,Bank transfer (automatic),74.05,1565.7,888.5999999999999,74.55714285714286,Mid-High Value,Yes,1,0.6476014558278309,High Risk,Proactive retention campaign and contract upgrade incentive
1357-BIJKI,Male,Non-Senior,Yes,No,50,49+ Months,One year,Fiber optic,Electronic check,98.25,4858.7,1179.0,97.174,High Value,No,0,0.48921817581221133,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
1099-BTKWT,Female,Non-Senior,Yes,No,68,49+ Months,One year,DSL,Electronic check,54.4,3723.65,652.8,54.75955882352941,Mid-Low Value,No,0,0.22802281040448796,Low Risk,Maintain standard service and monitor customer experience
5299-SJCZT,Male,Non-Senior,No,No,3,0-12 Months,Month-to-month,Fiber optic,Bank transfer (automatic),101.55,298.35,1218.6,99.45,High Value,Yes,1,0.878033349411352,Critical Risk,"Urgent retention call, service review, personalised offer"
2018-PZKMU,Male,Non-Senior,Yes,Yes,9,0-12 Months,Month-to-month,Fiber optic,Electronic check,103.1,970.45,1237.1999999999998,107.82777777777778,High Value,No,0,0.7963238291267648,Critical Risk,"Urgent retention call, service review, personalised offer"
7340-KEFQE,Female,Non-Senior,Yes,Yes,51,49+ Months,Two year,DSL,Bank transfer (automatic),34.2,1782.0,410.4,34.94117647058823,Low Value,No,0,0.08702376597320732,Low Risk,Maintain standard service and monitor customer experience
4570-QHXHL,Female,Non-Senior,No,No,9,0-12 Months,Month-to-month,DSL,Electronic check,43.75,405.7,525.0,45.077777777777776,Mid-Low Value,No,0,0.6886211897641011,High Risk,Proactive retention campaign and contract upgrade incentive
2403-BCASL,Male,Senior,Yes,Yes,41,25-48 Months,One year,Fiber optic,Electronic check,111.95,4534.9,1343.4,110.60731707317072,High Value,Yes,1,0.4907761730778647,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
7392-YYPYJ,Male,Non-Senior,No,No,22,13-24 Months,Month-to-month,Fiber optic,Electronic check,100.65,2415.95,1207.8000000000002,109.81590909090907,High Value,No,0,0.7678913245139669,Critical Risk,"Urgent retention call, service review, personalised offer"
2898-LSJGD,Female,Non-Senior,Yes,Yes,21,13-24 Months,One year,DSL,Electronic check,55.95,1157.05,671.4000000000001,55.09761904761905,Mid-Low Value,Yes,1,0.34087646255806775,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
2223-GDSHL,Male,Non-Senior,Yes,Yes,71,49+ Months,Two year,Fiber optic,Bank transfer (automatic),116.05,8297.5,1392.6,116.8661971830986,High Value,No,0,0.13915382901678325,Low Risk,Maintain standard service and monitor customer experience
7359-PTSXY,Male,Non-Senior,No,No,1,0-12 Months,Month-to-month,DSL,Electronic check,45.75,45.75,549.0,45.75,Mid-Low Value,Yes,1,0.7482269058353502,High Risk,Proactive retention campaign and contract upgrade incentive
9470-RTWDV,Male,Non-Senior,Yes,Yes,26,25-48 Months,One year,DSL,Credit card (automatic),82.0,2083.1,984.0,80.11923076923077,Mid-High Value,No,0,0.2937049075873578,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
2176-OSJUV,Male,Non-Senior,Yes,No,71,49+ Months,Two year,DSL,Bank transfer (automatic),65.15,4681.75,781.8000000000001,65.94014084507042,Mid-Low Value,No,0,0.06395456114898515,Low Risk,Maintain standard service and monitor customer experience
9348-YVOMK,Male,Non-Senior,No,No,4,0-12 Months,Month-to-month,DSL,Credit card (automatic),44.8,176.2,537.5999999999999,44.05,Mid-Low Value,No,0,0.6993780576817287,High Risk,Proactive retention campaign and contract upgrade incentive
8104-OSKWT,Female,Non-Senior,No,No,12,0-12 Months,Month-to-month,Fiber optic,Electronic check,79.8,1001.2,957.6,83.43333333333334,Mid-High Value,No,0,0.7339403509945116,High Risk,Proactive retention campaign and contract upgrade incentive
4521-YEEHE,Female,Non-Senior,Yes,No,18,13-24 Months,Month-to-month,Fiber optic,Electronic check,88.85,1594.75,1066.1999999999998,88.59722222222223,Mid-High Value,No,0,0.6874521393842612,High Risk,Proactive retention campaign and contract upgrade incentive
4090-KPJIP,Female,Non-Senior,No,No,3,0-12 Months,Month-to-month,Fiber optic,Electronic check,74.95,212.4,899.4000000000001,70.8,Mid-High Value,No,0,0.8591107291558424,Critical Risk,"Urgent retention call, service review, personalised offer"
3786-WOVKF,Female,Senior,Yes,No,72,49+ Months,One year,Fiber optic,Bank transfer (automatic),106.85,7677.4,1282.1999999999998,106.63055555555556,High Value,No,0,0.34465650004395976,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
4503-BDXBD,Male,Non-Senior,No,No,11,0-12 Months,Month-to-month,Fiber optic,Electronic check,74.95,815.5,899.4000000000001,74.13636363636364,Mid-High Value,Yes,1,0.7233674843679921,High Risk,Proactive retention campaign and contract upgrade incentive
6086-ESGRL,Female,Non-Senior,No,No,1,0-12 Months,Month-to-month,Fiber optic,Credit card (automatic),80.15,80.15,961.8,80.15,Mid-High Value,Yes,1,0.8405656915933526,Critical Risk,"Urgent retention call, service review, personalised offer"
2592-HODOV,Male,Non-Senior,No,No,13,13-24 Months,One year,No,Credit card (automatic),19.3,259.65,231.6,19.97307692307692,Low Value,No,0,0.07442723889443824,Low Risk,Maintain standard service and monitor customer experience
3886-CERTZ,Female,Non-Senior,Yes,No,72,49+ Months,One year,Fiber optic,Electronic check,109.25,8109.8,1311.0,112.63611111111112,High Value,Yes,1,0.4475076060859443,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
7995-ZHHNZ,Male,Non-Senior,Yes,No,42,25-48 Months,One year,DSL,Credit card (automatic),56.1,2386.85,673.2,56.8297619047619,Mid-Low Value,No,0,0.1824600895795506,Low Risk,Maintain standard service and monitor customer experience
3824-RHKVR,Female,Non-Senior,No,No,17,13-24 Months,Month-to-month,No,Credit card (automatic),19.7,340.35,236.4,20.02058823529412,Low Value,No,0,0.24606210125024827,Low Risk,Maintain standard service and monitor customer experience
5816-SCGFC,Female,Senior,No,No,7,0-12 Months,Month-to-month,DSL,Mailed check,51.3,419.35,615.5999999999999,59.90714285714286,Mid-Low Value,No,0,0.5707478444203727,High Risk,Proactive retention campaign and contract upgrade incentive
5989-AXPUC,Female,Non-Senior,Yes,No,68,49+ Months,Two year,Fiber optic,Mailed check,118.6,7990.05,1423.1999999999998,117.50073529411765,High Value,No,0,0.1631122943513751,Low Risk,Maintain standard service and monitor customer experience
4979-HPRFL,Male,Non-Senior,Yes,Yes,56,49+ Months,Two year,No,Bank transfer (automatic),24.15,1402.25,289.79999999999995,25.040178571428573,Low Value,No,0,0.026916855652461057,Low Risk,Maintain standard service and monitor customer experience
8590-OHDIW,Female,Non-Senior,Yes,Yes,38,25-48 Months,One year,No,Mailed check,20.3,749.35,243.6,19.719736842105263,Low Value,No,0,0.05273725182324057,Low Risk,Maintain standard service and monitor customer experience
8015-IHCGW,Female,Non-Senior,Yes,Yes,72,49+ Months,Two year,Fiber optic,Electronic check,115.5,8425.15,1386.0,117.01597222222222,High Value,No,0,0.10892284291340641,Low Risk,Maintain standard service and monitor customer experience
2332-TODQS,Female,Non-Senior,No,No,48,25-48 Months,One year,No,Credit card (automatic),25.05,1171.5,300.6,24.40625,Low Value,No,0,0.08754256283025409,Low Risk,Maintain standard service and monitor customer experience
9278-VZKCD,Female,Senior,Yes,No,52,49+ Months,Month-to-month,Fiber optic,Electronic check,109.1,5647.95,1309.1999999999998,108.61442307692307,High Value,No,0,0.5461942557969969,High Risk,Proactive retention campaign and contract upgrade incentive
8008-OTEZX,Female,Non-Senior,Yes,Yes,35,25-48 Months,One year,No,Mailed check,19.65,708.8,235.8,20.25142857142857,Low Value,No,0,0.05411782101298321,Low Risk,Maintain standard service and monitor customer experience
2773-OVBPK,Male,Non-Senior,Yes,No,67,49+ Months,Two year,Fiber optic,Bank transfer (automatic),111.3,7567.2,1335.6,112.94328358208956,High Value,No,0,0.30431813081471676,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
5999-LCXAO,Female,Non-Senior,No,No,1,0-12 Months,Month-to-month,DSL,Mailed check,29.9,29.9,358.79999999999995,29.9,Low Value,No,0,0.6034266882603905,High Risk,Proactive retention campaign and contract upgrade incentive
5206-XZZQI,Male,Non-Senior,No,No,53,49+ Months,Month-to-month,Fiber optic,Mailed check,80.6,4348.1,967.2,82.03962264150944,Mid-High Value,No,0,0.4435077801124517,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
4803-LBYPN,Male,Non-Senior,Yes,Yes,34,25-48 Months,Month-to-month,No,Mailed check,20.8,635.9,249.6,18.70294117647059,Low Value,No,0,0.13021830771368686,Low Risk,Maintain standard service and monitor customer experience
5759-RCVCB,Female,Non-Senior,No,No,3,0-12 Months,Month-to-month,DSL,Credit card (automatic),35.2,108.95,422.4,36.31666666666667,Low Value,Yes,1,0.6983510320039334,High Risk,Proactive retention campaign and contract upgrade incentive
6372-RFVNS,Female,Non-Senior,Yes,No,1,0-12 Months,Month-to-month,Fiber optic,Electronic check,78.8,78.8,945.6,78.8,Mid-High Value,Yes,1,0.8637176947486496,Critical Risk,"Urgent retention call, service review, personalised offer"
2139-FQHLM,Male,Non-Senior,No,No,19,13-24 Months,Month-to-month,Fiber optic,Mailed check,89.95,1682.4,1079.4,88.54736842105264,High Value,No,0,0.5832985081486693,High Risk,Proactive retention campaign and contract upgrade incentive
8261-GWDBQ,Female,Senior,Yes,No,60,49+ Months,Two year,Fiber optic,Bank transfer (automatic),116.05,6925.9,1392.6,115.43166666666666,High Value,No,0,0.2239867931758472,Low Risk,Maintain standard service and monitor customer experience
1093-YSWCA,Male,Non-Senior,No,No,11,0-12 Months,Two year,No,Credit card (automatic),19.55,223.15,234.6,20.286363636363635,Low Value,No,0,0.08521837694074383,Low Risk,Maintain standard service and monitor customer experience
